#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      373.9   214.1   173.5   245.4   261.9   349.6   394.6   421.6   441.4   467.0   502.8   557.0   683.2  1818.5  9234.0  30321.8    30330  1713345373841  1713345383957
read      374.2   225.1   187.4   247.6   263.5   349.0   393.8   420.5   440.1   465.7   501.3   555.2   689.0  1903.0 10588.5  30319.2    30335  1713345385466  1713345395581
read      375.6   251.4   173.5   247.2   263.3   349.7   394.0   420.4   439.6   465.3   500.1   553.6   692.0  2209.4 14357.6  30339.6    30340  1713345397091  1713345407214
read      375.9   278.6   173.5   245.6   261.8   347.3   392.6   419.7   439.5   465.9   501.4   556.5   700.9  2792.2 14291.9  30385.6    30345  1713345408722  1713345418839
read      374.4   269.6   173.5   245.1   261.4   347.2   392.3   418.8   437.9   464.0   498.9   552.1   695.1  2287.2 12753.6  30409.5    30350  1713345420348  1713345430462
read      372.9   229.7   173.5   244.8   261.0   346.4   391.8   418.9   438.7   465.1   500.9   555.6   689.9  2315.3  8689.7  30398.9    30355  1713345431971  1713345442085
read      376.2   349.4   173.5   245.8   262.0   347.4   392.5   419.8   439.9   466.6   503.4   558.3   695.9  2438.7 12372.4  30271.8    30360  1713345443594  1713345453706
read      372.1   256.7   173.5   244.1   260.3   343.9   388.6   415.3   435.1   462.2   498.7   553.7   685.1  2604.8 12134.6  30349.1    30365  1713345455213  1713345465325
read      376.8   235.2   173.5   247.2   263.2   349.3   394.5   421.5   441.4   467.1   503.3   560.7   733.1  2162.2 10236.4  30306.2    30370  1713345466832  1713345476946
read      375.4   264.1   173.5   246.3   262.3   348.1   393.0   419.8   439.6   465.9   501.6   556.9   694.2  2377.2 12461.1  30277.5    30375  1713345478454  1713345488565
read      369.2   200.5   173.5   244.3   260.3   345.2   390.3   417.1   436.6   463.1   497.6   548.4   671.7  1569.7  8558.1  30348.8    30380  1713345490073  1713345500188
read      375.8   236.9   173.5   246.3   262.4   349.0   394.1   421.0   440.7   466.4   501.9   557.9   708.2  2404.4  9996.9  30349.0    30385  1713345501695  1713345511814
read      368.8   197.1   173.5   244.5   260.4   345.2   389.7   415.8   434.9   460.7   495.2   547.4   672.1  1738.6  8376.6  30436.4    30390  1713345513322  1713345523438
read      370.5   208.0   173.5   244.1   260.0   344.0   389.5   417.0   437.1   464.2   500.2   556.8   700.6  1806.1  9956.3  30343.5    30395  1713345524947  1713345535061
read      371.0   223.3   173.5   244.4   260.4   345.5   390.2   417.1   436.7   463.4   498.9   551.5   686.0  2061.0 10610.5  30384.9    30400  1713345536570  1713345546683
read      374.7   221.6   173.5   245.9   262.0   348.7   394.2   421.0   440.6   466.3   501.7   556.8   709.0  2222.6 10744.3  30410.7    30405  1713345548191  1713345558302
read      375.0   219.1   173.5   246.6   262.8   348.6   394.0   421.1   441.1   467.3   504.1   562.0   705.4  2079.7 10470.1  30353.4    30410  1713345559810  1713345569923
read      374.0   578.3   173.5   246.3   262.3   347.0   391.7   418.1   437.0   463.4   498.6   552.2   687.8  1915.8 11352.1  30425.8    30415  1713345571433  1713345581548
read      378.6   265.0   173.5   246.5   262.6   349.6   395.2   422.3   442.5   468.7   505.4   564.1   728.7  2475.1 11683.6  30420.5    30420  1713345583056  1713345593170
read      374.3   212.6   173.5   247.3   263.3   349.4   394.7   421.8   441.7   467.1   502.2   556.2   692.1  1768.5  8872.2  30417.6    30425  1713345594679  1713345604793
read      377.5   244.3   187.4   245.9   262.1   349.7   396.0   424.2   445.5   471.0   507.9   568.1   728.2  2161.5 12217.4  30380.0    30430  1713345606302  1713345616416
read      376.3   246.3   173.5   243.8   260.4   348.0   394.6   422.3   443.1   469.6   506.5   564.9   723.0  2221.2 10788.1  30476.0    30435  1713345617925  1713345628050
read      380.6   226.0   173.5   245.8   262.5   352.2   398.8   427.3   449.5   476.5   514.0   573.0   741.2  2538.1 10025.9  30392.0    30440  1713345629559  1713345639677
read      374.2   212.8   173.5   244.7   261.8   350.0   395.2   422.4   442.6   468.2   503.6   557.2   680.8  2029.6  9547.7  30501.0    30445  1713345641190  1713345651302
read      377.6   261.2   173.5   246.5   262.7   349.5   394.9   422.1   442.3   468.1   503.7   558.8   698.8  3310.0 11378.4  30588.5    30450  1713345652811  1713345662922
read      374.7   220.2   173.5   244.4   260.6   348.1   394.4   422.2   442.9   469.4   506.8   565.4   707.5  1872.4 10391.1  30326.6    30455  1713345664430  1713345674552
read      376.4   230.6   173.5   245.1   261.6   348.9   395.3   423.0   443.7   469.6   505.8   562.3   706.3  2788.9 10599.4  30466.3    30460  1713345676062  1713345686177
read      376.3   240.0   173.5   246.7   262.8   348.5   393.7   420.9   441.2   467.4   503.7   560.3   720.4  2265.8 11180.6  30424.7    30465  1713345687689  1713345697805
read      376.3   245.0   173.5   247.1   262.8   346.4   392.7   421.1   442.4   468.6   505.3   562.6   715.6  2580.5 10939.8  30464.2    30470  1713345699313  1713345709428
read      378.6   220.8   173.5   247.7   264.1   352.3   397.5   425.2   446.1   471.2   507.9   566.3   717.4  2209.8  9709.1  30445.8    30475  1713345710937  1713345721052
read      377.5   250.8   173.5   246.5   262.5   350.2   396.1   423.6   444.1   469.8   506.0   562.0   712.4  2744.5 12302.8  30281.5    30480  1713345722562  1713345732676
read      374.9   238.4   187.4   245.2   261.2   346.5   393.0   421.0   441.9   468.3   503.7   559.3   707.5  2390.8 10494.2  30529.8    30485  1713345734185  1713345744298
read      370.9   224.1   173.5   242.7   258.9   345.4   391.0   418.1   438.0   464.9   500.5   553.5   688.1  2105.5 10552.2  30541.0    30490  1713345745808  1713345755924
read      375.9   225.3   173.5   247.4   263.2   348.1   393.6   421.3   442.1   468.7   505.4   562.9   718.1  2037.8  9901.1  30487.1    30495  1713345757433  1713345767553
read      371.5   222.9   173.5   244.4   260.6   346.3   391.7   418.2   437.1   463.1   497.4   549.8   682.7  2205.4  9135.7  30526.3    30500  1713345769062  1713345779183
